Sigla,Codigo,Munic_pio,Domic_lios - com _gua encanada - pessoas (2000),Domic_lios - com servi_o de coleta de lixo - pessoas (2000),Domic_lios - com energia el_trica - pessoas (2000),Domic_lios - com material de constru__o dur_vel - pessoas (1991),Domic_lios - com instala__o adequada de esgoto - pessoas (1991),Domic_lios - com _gua encanada - pessoas (1991),Domic_lios - com servi_o de coleta de lixo - pessoas (1991),Domic_lios - com energia el_trica - pessoas (1991),Taxa de participa__o - mulheres (2000),Populacao Ocupada (2000),Renda per capita - 1991,Renda per capita - 2000,ndice de Desenvolvimento Humano - 1991,ndice de Desenvolvimento Humano - 2000,Popula__o (2000),Popula__o rural (2000),Popula__o urbana (2000),Taxa de fecundidade (2000),ANS 2015,ANS 2016,Interna__es - 2015,Interna__es - 2016,Produ__o Ambulatorial do SUS - 2015,Produ__o Ambulatorial do SUS - 2016
AM,1301506,Envira,14.44,65,34.49,32.3,9.3,1.73,0.03,37.34,0.18,2511.00,51.32,43.72,0.42,0.51,19060.00,12315.00,6745.00,5.01,60.00,62.00,109.00,213.00,103977.00,45959.00
AM,1301605,Fonte Boa,25.3,25.25,61,65.4,1.7,24.11,0.49,38.22,0.38,11505.00,82.58,44.09,0.52,0.53,31509.00,19876.00,11633.00,5.54,40.00,40.00,1198.00,520.00,154537.00,77494.00
AM,1301654,Guajar_,11.34,17.65,50.72,25,NA,0.75,0.08,24.7,0.22,2162.00,67.95,36.96,0.48,0.50,13220.00,7000.00,6220.00,6.05,24.00,22.00,413.00,131.00,174529.00,116558.00
AM,1301704,Humait_,48.07,65.5,79.04,62.5,12.2,27.12,5.45,49.4,0.31,9926.00,92.03,134.36,0.56,0.68,32796.00,8805.00,23991.00,4.35,723.00,695.00,1876.00,1006.00,1086754.00,389357.00
AM,1301803,Ipixuna,9.98,6,50.53,34.8,NA,2.51,0.12,32.68,0.22,3394.00,37.67,39.57,0.42,0.49,14759.00,8994.00,5765.00,5.42,72.00,73.00,925.00,275.00,89919.00,47548.00
AM,1301852,Iranduba,20.84,58.91,80.26,91.9,10.3,13.31,0.05,57.59,0.28,8887.00,114.35,113.85,0.62,0.69,32303.00,22363.00,9940.00,3.46,574.00,362.00,1857.00,363.00,578878.00,305746.00
AM,1301902,Itacoatiara,42.8,90.81,74.99,83.3,20.2,38.16,53.49,65.9,0.39,22815.00,109.67,117.29,0.66,0.71,72105.00,25640.00,46465.00,3.91,1323.00,1342.00,4253.00,1608.00,2159356.00,766180.00
AM,1301951,Itamarati,24.45,5.21,35.92,15.5,0.8,2.72,2.39,34.58,0.45,3015.00,78.56,48.23,0.43,0.51,8406.00,5303.00,3103.00,6.21,18.00,11.00,411.00,122.00,21490.00,11009.00
AM,1302009,Itapiranga,45.07,43.87,77.26,71.5,NA,13.03,0.07,70.88,0.45,2341.00,98.22,78.00,0.66,0.69,7309.00,2014.00,5295.00,3.91,69.00,61.00,NA,NA,83445.00,53336.00
AM,1302108,Japur_,11.51,48.97,58.51,63.4,2.9,11.13,3.04,32.64,0.27,1888.00,81.18,54.66,0.47,0.58,10285.00,8002.00,2283.00,6.58,10.00,17.00,178.00,44.00,91653.00,40571.00
AM,1302207,Juru_,15.79,13.61,53.36,64.3,NA,5.04,0.11,38.07,0.4,2169.00,55.86,74.20,0.46,0.55,6584.00,3532.00,3052.00,5.03,31.00,17.00,537.00,193.00,223530.00,22086.00
AM,1302306,Juta_,17.69,1.55,45.84,62.6,NA,8.95,0.11,43.91,0.27,4941.00,74.41,60.79,0.49,0.53,22500.00,14775.00,7725.00,5.74,68.00,66.00,1107.00,395.00,581267.00,309787.00
AM,1302405,L_brea,33.59,29.17,70.64,55.6,4.6,23.89,22.17,49.54,0.38,7599.00,78.04,66.46,0.49,0.60,28956.00,9680.00,19276.00,4.79,228.00,217.00,596.00,NA,270286.00,71502.00
AM,1302504,Manacapuru,49.77,88.25,77.13,84.3,27,46.33,64.44,64.1,0.36,21545.00,102.98,101.23,0.60,0.66,73695.00,26033.00,47662.00,3.86,897.00,778.00,4303.00,1129.00,1359104.00,223613.00
AM,1302553,Manaquiri,21.26,46.91,52.48,72.2,0.4,21.64,26.96,20.57,0.4,4800.00,119.51,110.05,0.59,0.66,12711.00,8546.00,4165.00,3.77,76.00,65.00,407.00,98.00,167830.00,91620.00
AM,1302603,Manaus,75.05,91.3,99,96.7,45.3,81.94,78.06,99.23,0.46,468084.00,276.90,262.40,0.75,0.77,1405835.00,9067.00,1396768.00,2.55,539976.00,488106.00,110733.00,49951.00,44932322.00,20968848.00
AM,1302702,Manicor_,16.84,58.7,51.83,60.5,9.4,8.05,2.00E-03,41.84,0.39,10927.00,81.90,70.26,0.55,0.62,38038.00,22699.00,15339.00,4.32,166.00,156.00,1298.00,740.00,1428349.00,282119.00
AM,1302801,Mara_,7.31,12.22,66.25,58.4,20.6,0.99,1.13,31.49,0.27,4211.00,64.13,56.70,0.47,0.56,17079.00,12558.00,4521.00,6.58,25.00,26.00,49.00,NA,117371.00,32265.00
AM,1302900,Mau_s,32.25,81.68,66.08,53.7,28.1,36.18,32.36,52.9,0.42,12767.00,132.79,96.11,0.65,0.69,40036.00,18857.00,21179.00,5.43,430.00,419.00,2542.00,359.00,608054.00,220357.00
AM,1303007,Nhamund_,19.64,36.71,63.28,37.5,15.6,6.87,3.26,35.1,0.29,4385.00,77.84,69.02,0.61,0.66,15355.00,9047.00,6308.00,5.44,26.00,26.00,451.00,259.00,985196.00,250835.00
AM,1303106,Nova Olinda do Norte,21.35,53.86,46.36,61.4,15.7,11.89,15.22,38.55,0.34,5999.00,86.63,70.89,0.60,0.63,23725.00,13463.00,10262.00,4.68,89.00,84.00,209.00,NA,857510.00,165668.00
AM,1303205,Novo Air_o,37.94,91.69,80.94,66.5,1.3,25.47,3.69,39.01,0.34,2597.00,89.98,93.27,0.60,0.66,9651.00,2667.00,6984.00,4.88,116.00,113.00,NA,NA,114100.00,77999.00
AM,1303304,Novo Aripuan_,17.1,44.65,69.09,63.2,1.5,3.84,0.48,39.96,0.28,3971.00,103.67,70.15,0.56,0.62,17119.00,8065.00,9054.00,4.96,73.00,77.00,985.00,82.00,226670.00,95757.00
AM,1303403,Parintins,40.11,52.53,67.57,67.1,14.3,29.68,18.17,66.18,0.33,25598.00,102.71,91.73,0.66,0.70,90150.00,32025.00,58125.00,5.35,917.00,832.00,6156.00,2280.00,844643.00,615205.00
AM,1303502,Pauini,9.44,29.13,42.65,19.6,1.7,9.32,11.65,12.55,0.28,4480.00,100.09,73.40,0.43,0.53,17092.00,10122.00,6970.00,4.70,28.00,31.00,815.00,252.00,1112403.00,62039.00
AM,1303536,Presidente Figueiredo,59.93,98.31,84.48,92.5,23.3,63.77,89.79,84.29,0.35,6416.00,196.92,188.23,0.69,0.74,17394.00,8987.00,8407.00,3.73,2407.00,2073.00,784.00,446.00,426025.00,231237.00
AM,1303569,Rio Preto da Eva,41.35,92.15,67.62,94.1,NA,47.45,87.46,76.7,0.37,5436.00,134.03,107.90,0.64,0.68,17582.00,11350.00,6232.00,3.36,238.00,207.00,620.00,231.00,656231.00,318458.00
AM,1303601,Santa Isabel do Rio Negro,10.94,61.18,50.72,14.5,11.9,1.55,60.56,14.48,0.39,3231.00,54.07,56.12,0.50,0.55,10561.00,6341.00,4220.00,4.84,26.00,25.00,82.00,NA,42986.00,123421.00
AM,1303700,Santo Ant_nio do I__,11.15,1.84,61.04,39.3,NA,11.59,0.07,27.6,0.25,5953.00,70.25,46.49,0.50,0.53,28213.00,20307.00,7906.00,5.74,48.00,31.00,725.00,458.00,416257.00,217966.00
AM,1303809,S_o Gabriel da Cachoeira,25.15,70.24,51.08,33,7.3,14.85,34.91,37.84,0.25,6825.00,116.78,106.61,0.61,0.67,29947.00,17574.00,12373.00,3.21,290.00,235.00,127.00,50.00,428537.00,159780.00
AM,1303908,S_o Paulo de Oliven_a,10.28,0.2,58.27,62.2,0.4,17.65,0.44,42.78,0.46,7439.00,47.27,50.54,0.52,0.54,23113.00,14343.00,8770.00,5.17,149.00,127.00,967.00,448.00,334825.00,107204.00
AM,1303957,S_o Sebasti_o do Uatum_,51.23,12.48,78.6,76.4,1.5,9.93,10.54,68.4,0.4,2619.00,123.84,72.93,0.66,0.66,7160.00,2443.00,4717.00,5.58,20.00,14.00,125.00,6.00,249335.00,32629.00
AM,1304005,Silves,28.39,81.52,54.55,70.8,13.1,7.77,6.98,43.67,0.4,2702.00,113.67,73.01,0.68,0.68,7785.00,4422.00,3363.00,5.25,21.00,21.00,528.00,220.00,121480.00,80645.00
AM,1304062,Tabatinga,39.53,60.71,81.8,74.6,15,14.07,28.78,77.28,0.34,11435.00,96.08,142.08,0.62,0.70,37919.00,11282.00,26637.00,5.20,397.00,383.00,2862.00,1009.00,1001873.00,630817.00
AM,1304104,Tapau_,35.21,3.58,51.88,41,9.9,1.18,0.01,31.77,0.28,4783.00,43.42,47.73,0.41,0.50,20595.00,11181.00,9414.00,5.37,48.00,43.00,450.00,NA,999623.00,152278.00
AM,1304203,Tef_,46.65,52.97,84.72,86.1,17.1,43.83,42.39,76.77,0.39,19555.00,105.38,117.55,0.62,0.66,64457.00,16759.00,47698.00,4.21,804.00,754.00,4530.00,1770.00,1116140.00,590556.00
AM,1304237,Tonantins,7.66,0.32,75.93,67.2,NA,10.63,3.24,63.13,0.53,6174.00,58.46,58.13,0.57,0.59,15512.00,11150.00,4362.00,5.83,33.00,38.00,NA,NA,115397.00,116769.00
AM,1304260,Uarini,9.36,14.75,66.05,83.7,4.4,1.86,0.81,42.95,0.4,3396.00,114.72,72.82,0.61,0.60,10254.00,6702.00,3552.00,5.37,41.00,47.00,NA,66.00,1129370.00,61916.00
AM,1304302,Urucar_,45.57,86.75,67.1,72.4,15.9,14.49,57.29,58.24,0.42,6611.00,110.77,132.73,0.64,0.70,18372.00,10274.00,8098.00,5.58,93.00,82.00,428.00,64.00,407306.00,171587.00
AM,1304401,Urucurituba,32.83,9.24,65.74,60.4,NA,11.29,10.35,34.92,0.3,3500.00,48.63,64.70,0.57,0.66,12264.00,5505.00,6759.00,4.68,37.00,35.00,44.00,26.00,168501.00,74757.00
RR,1400027,Amajari,27.76,80.89,44.15,NA,NA,14.67,NA,36.94,0.4,1601.00,231.03,93.41,0.66,0.65,5294.00,4495.00,799.00,4.96,28.00,27.00,NA,NA,21732.00,15930.00
RR,1400050,Alto Alegre,22.07,5.66,54.39,54.6,12.8,19.71,0.44,48.86,0.22,4323.00,195.91,79.21,0.61,0.66,17907.00,12712.00,5195.00,4.42,68.00,68.00,236.00,41.00,85526.00,39146.00
RR,1400100,Boa Vista,77.63,91.53,98.83,37.6,37.4,67.92,81.14,96.2,0.52,80013.00,291.47,299.46,0.73,0.78,200568.00,3470.00,197098.00,2.41,39527.00,36488.00,31670.00,9162.00,7162115.00,3671874.00
RR,1400159,Bonfim,39.16,55.42,50.64,60.4,37.2,27.03,13.72,35.51,0.5,3180.00,122.53,91.85,0.59,0.65,9326.00,6326.00,3000.00,4.05,16.00,17.00,94.00,40.00,130022.00,13719.00
RR,1400175,Cant_,34.84,89.84,45.17,NA,NA,14.62,NA,19.1,0.41,3125.00,116.08,115.78,0.55,0.66,8571.00,7416.00,1155.00,4.05,92.00,75.00,NA,NA,57648.00,20236.00
RR,1400209,Caracara_,52.08,85.65,84.4,12,11.2,39.75,7.86,85.58,0.42,4544.00,206.59,159.41,0.66,0.70,14286.00,6050.00,8236.00,4.35,151.00,135.00,165.00,NA,133222.00,49621.00
RR,1400233,Caroebe,41.65,73.47,70.7,NA,NA,3.44,NA,20.86,0.24,1816.00,104.15,138.19,0.57,0.66,5692.00,3715.00,1977.00,3.80,11.00,11.00,160.00,62.00,50001.00,23319.00
RR,1400282,Iracema,54.6,73.12,83.52,NA,NA,63.23,NA,66.93,0.4,1769.00,109.14,159.14,0.52,0.71,4781.00,1553.00,3228.00,3.58,34.00,30.00,NA,NA,68367.00,23620.00
RR,1400308,Mucaja_,39.11,78.23,79.44,68.4,18,45.23,1.57,72.4,0.42,3976.00,304.39,170.89,0.71,0.73,11247.00,4218.00,7029.00,3.58,99.00,90.00,202.00,86.00,162572.00,65486.00
RR,1400407,Normandia,27.15,67.09,38.19,73.3,31.4,21.54,28.78,29.87,0.24,608.00,125.49,66.13,0.59,0.60,6138.00,4638.00,1500.00,3.69,10.00,12.00,315.00,88.00,37689.00,9387.00
RR,1400456,Pacaraima,50.79,83.29,64.79,NA,NA,36.16,NA,46.9,0.52,2739.00,365.74,147.87,0.71,0.72,6990.00,4230.00,2760.00,3.58,98.00,91.00,388.00,171.00,127186.00,54339.00
RR,1400472,Rorain_polis,25.04,51.96,75.02,NA,NA,3.29,NA,31.59,0.36,5233.00,92.97,136.32,0.58,0.68,17393.00,10208.00,7185.00,3.58,158.00,140.00,768.00,337.00,115505.00,39920.00
RR,1400506,S_o Jo_o da Baliza,71.84,64.32,92.66,93.7,11.4,17.08,0.12,63.24,0.46,1891.00,296.44,149.88,0.72,0.73,5091.00,1209.00,3882.00,3.76,83.00,81.00,157.00,75.00,82790.00,25854.00
RR,1400605,S_o Luiz,65.66,37.58,89.28,91.3,21.2,19.69,1.91,75.38,0.43,1618.00,149.64,149.49,0.67,0.70,5311.00,1864.00,3447.00,3.70,77.00,77.00,162.00,115.00,78021.00,34785.00
RR,1400704,Uiramut_,9.85,44.61,23.84,NA,NA,6.71,NA,12.08,0.42,1619.00,105.71,49.08,0.57,0.54,5802.00,5277.00,525.00,4.05,1.00,0.00,NA,NA,37005.00,6158.00
PA,1500107,Abaetetuba,39.93,77.88,69.82,81.2,32.4,39.7,18.18,56.19,0.37,39706.00,86.99,102.14,0.62,0.71,119152.00,48309.00,70843.00,3.15,10394.00,9235.00,7777.00,1678.00,1597600.00,211323.00
PA,1500131,Abel Figueiredo,31.97,59.71,87.43,NA,NA,16.57,NA,57.61,0.3,2283.00,113.50,194.77,0.59,0.70,5957.00,1060.00,4897.00,3.06,96.00,73.00,529.00,212.00,111722.00,36346.00
PA,1500206,Acar_,12.97,54.26,26.23,89.4,10.8,13.4,20.01,18.62,0.42,19200.00,118.56,81.80,0.56,0.63,52126.00,42381.00,9745.00,4.07,2543.00,912.00,1689.00,536.00,748721.00,362611.00
PA,1500305,Afu_,22.72,95.33,44.58,31.8,1.8,16.33,0.17,25.33,0.22,8296.00,71.00,75.02,0.51,0.61,29505.00,22723.00,6782.00,5.80,94.00,96.00,972.00,395.00,136350.00,98297.00
PA,1500347,gua Azul do Norte,12.54,79,33.89,NA,NA,6.81,NA,12.21,0.15,5798.00,94.65,135.96,0.51,0.67,22084.00,19257.00,2827.00,3.28,73.00,73.00,742.00,604.00,160782.00,111351.00
PA,1500404,Alenquer,19.4,25.93,63.8,61.1,26.8,28.37,8.57,52.96,0.33,13690.00,80.28,87.66,0.59,0.67,41784.00,16624.00,25160.00,4.53,501.00,479.00,1606.00,NA,196720.00,NA
PA,1500503,Almeirim,54.33,80.06,78.15,82.4,51.1,53.17,81.66,72.54,0.35,11444.00,150.33,251.08,0.66,0.75,33957.00,15041.00,18916.00,4.10,2323.00,1739.00,921.00,499.00,273527.00,118492.00
PA,1500602,Altamira,53.15,86.72,87.68,77.8,37.3,41.27,63.37,67.07,0.38,28671.00,159.45,205.00,0.63,0.74,77439.00,15154.00,62285.00,3.03,6168.00,5677.00,11349.00,3294.00,2192174.00,895542.00
PA,1500701,Anaj_s,7.83,87.3,42.66,19.8,7.6,5.11,0.18,18.88,0.22,5291.00,74.43,89.82,0.47,0.60,18322.00,13709.00,4613.00,6.82,63.00,66.00,1108.00,309.00,409242.00,153570.00
PA,1500800,Ananindeua,70.3,85.54,99.5,92.2,38.2,52.59,32.05,98.93,0.44,137723.00,185.44,187.79,0.73,0.78,393569.00,942.00,392627.00,2.35,98497.00,95467.00,34140.00,14511.00,13249976.00,5574927.00
PA,1500859,Anapu,9.33,14.53,39.71,NA,NA,1.13,NA,9.1,0.2,2758.00,105.59,112.91,0.53,0.65,9407.00,6324.00,3083.00,4.49,48.00,278.00,1245.00,496.00,343715.00,332467.00
PA,1500909,Augusto Corr_a,21.77,49.41,50.06,28.1,4.3,3.76,4.11,30.63,0.35,11962.00,50.19,69.31,0.51,0.62,33011.00,19655.00,13356.00,5.68,190.00,168.00,2979.00,1099.00,588339.00,282178.00
PA,1500958,Aurora do Par_,15.7,36.5,43.98,NA,NA,15.71,NA,30.89,0.26,6565.00,72.52,85.86,0.54,0.62,19728.00,14706.00,5022.00,4.75,234.00,189.00,1253.00,704.00,746558.00,91872.00
PA,1501006,Aveiro,13.53,4.73,40.13,36,5.8,16.3,9.78,39.37,0.31,4948.00,57.89,56.22,0.59,0.64,15518.00,12538.00,2980.00,4.59,88.00,92.00,NA,NA,26351.00,30796.00
PA,1501105,Bagre,14.74,49.3,41.95,17.6,1.7,8.46,0.21,19.4,0.33,3969.00,61.16,59.01,0.50,0.57,13708.00,9313.00,4395.00,7.28,52.00,46.00,NA,NA,98434.00,28830.00
PA,1501204,Bai_o,17.43,25.72,56.53,67.1,8.2,5.08,0.34,41.96,0.35,6915.00,58.36,81.20,0.59,0.68,21119.00,10254.00,10865.00,4.68,113.00,112.00,1277.00,587.00,812903.00,747467.00
PA,1501253,Bannach,25.5,7.58,46.05,NA,NA,10.81,NA,21.65,0.21,1284.00,214.35,163.93,0.66,0.70,3780.00,2591.00,1189.00,3.25,28.00,11.00,306.00,165.00,91328.00,36458.00
PA,1501303,Barcarena,45.4,87.15,80.39,89.7,25.9,40.34,54.37,65.71,0.38,21644.00,147.19,175.26,0.70,0.77,63268.00,35501.00,27767.00,3.25,21120.00,18059.00,3938.00,2270.00,1834679.00,886747.00
PA,1501402,Bel_m,81.12,95.95,99.46,97.7,59.8,74.8,84.63,98.97,0.45,460540.00,271.04,313.93,0.77,0.81,1280614.00,8260.00,1272354.00,1.96,446955.00,439396.00,107670.00,40279.00,31429658.00,16357759.00
PA,1501451,Belterra,16.63,33.12,45.28,NA,NA,16.3,0.48,37.5,0.22,3438.00,67.28,66.32,0.59,0.65,14594.00,9468.00,5126.00,4.34,226.00,206.00,504.00,116.00,270173.00,52442.00
PA,1501501,Benevides,52.78,86.64,98.81,86.5,32.8,42.76,28.16,91.39,0.35,10245.00,78.65,137.80,0.62,0.71,35546.00,14634.00,20912.00,2.63,4108.00,3738.00,68.00,27.00,3284377.00,471233.00
PA,1501576,Bom Jesus do Tocantins,20.18,60.29,62.88,71.4,NA,26.21,35.97,52.9,0.24,4155.00,98.79,107.80,0.55,0.62,13106.00,6926.00,6180.00,2.98,161.00,156.00,1102.00,466.00,129014.00,55006.00
PA,1501600,Bonito,25.02,4.55,53.04,29.5,18,13.15,1.51,28.06,0.26,3666.00,63.83,82.30,0.49,0.61,9814.00,7232.00,2582.00,3.32,128.00,160.00,NA,NA,170400.00,82934.00
PA,1501709,Bragan_a,42,55.02,75.02,43.2,34.6,32.02,23.9,58.88,0.37,32485.00,73.43,105.28,0.56,0.66,93779.00,37207.00,56572.00,3.59,1985.00,1901.00,14701.00,5742.00,2160651.00,810705.00
PA,1501725,Brasil Novo,27.44,73.2,40.36,NA,NA,19.81,NA,23.97,0.23,6375.00,101.53,148.57,0.59,0.67,17193.00,12822.00,4371.00,3.65,135.00,128.00,269.00,NA,114123.00,30165.00
PA,1501758,Brejo Grande do Araguaia,20.22,42.25,69.03,44.2,NA,16.46,1.02,21.3,0.3,2619.00,54.61,113.77,0.54,0.68,7464.00,3209.00,4255.00,3.84,35.00,38.00,576.00,242.00,71076.00,25119.00
PA,1501782,Breu Branco,19.57,73.04,69.76,NA,NA,18.19,NA,37.72,0.2,9588.00,98.51,132.32,0.56,0.67,32446.00,16494.00,15952.00,4.00,1042.00,982.00,1164.00,386.00,349082.00,398155.00
PA,1501808,Breves,21.9,59.26,63.84,27.6,15.3,15.21,27.51,34.66,0.28,22748.00,75.08,84.95,0.53,0.63,80158.00,39873.00,40285.00,5.80,976.00,856.00,8628.00,3504.00,1579174.00,641956.00
PA,1501907,Bujaru,17.38,44.66,42.99,76.6,20.4,9.51,0.33,25.32,0.39,7566.00,81.81,70.54,0.60,0.66,21032.00,14149.00,6883.00,3.35,1137.00,316.00,2367.00,775.00,225596.00,156519.00
PA,1501956,Cachoeira do Piri_,5.46,58.95,35.29,NA,NA,1.74,0.49,18.94,0.25,4667.00,77.24,52.24,0.52,0.55,15437.00,13044.00,2393.00,5.10,26.00,24.00,NA,NA,332223.00,99116.00
PA,1502004,Cachoeira do Arari,22.57,1.36,42.24,81.5,NA,16.24,0.19,28.09,0.2,3874.00,72.94,114.07,0.60,0.68,15783.00,9951.00,5832.00,3.47,82.00,75.00,994.00,423.00,363506.00,143907.00
PA,1502103,Camet_,35.94,29.71,51.16,71.9,20.9,28.62,8.27,28.65,0.37,31657.00,61.41,71.06,0.62,0.67,97624.00,57207.00,40417.00,4.75,1062.00,1017.00,7708.00,2080.00,1015589.00,386131.00
PA,1502152,Cana_ dos Caraj_s,28.4,59.84,64.15,NA,NA,2.62,NA,22.77,0.21,3824.00,83.19,167.46,0.55,0.70,10922.00,6998.00,3924.00,3.17,24992.00,24332.00,1717.00,863.00,1519092.00,235658.00
PA,1502202,Capanema,43.14,33.8,87.99,73.8,39.2,34.51,17.89,76.86,0.34,19143.00,120.90,143.07,0.66,0.73,57119.00,10790.00,46329.00,2.63,4971.00,4897.00,7116.00,3366.00,1276493.00,712113.00
PA,1502301,Capit_o Po_o,27.53,80.95,60.24,40.8,42.8,23.02,31.79,35.81,0.27,16564.00,69.23,92.98,0.51,0.62,49769.00,28648.00,21121.00,4.43,694.00,651.00,4899.00,2241.00,421742.00,243155.00
PA,1502400,Castanhal,59.59,78.3,95.27,75,35,52.54,54.05,88.8,0.36,45328.00,140.44,162.25,0.67,0.75,134496.00,13247.00,121249.00,2.69,15627.00,15099.00,15967.00,5909.00,2719484.00,1443342.00
PA,1502509,Chaves,4.62,26.82,22.72,56.6,9,4.61,0.02,4.13,0.15,4037.00,61.78,62.88,0.53,0.58,17350.00,16117.00,1233.00,3.93,67.00,55.00,106.00,59.00,207827.00,42587.00
PA,1502608,Colares,32.59,35.93,79.37,82.1,25.9,35.66,6.14,53.89,0.45,3984.00,65.48,94.81,0.63,0.71,10632.00,7394.00,3238.00,3.25,55.00,45.00,NA,NA,205524.00,88440.00
PA,1502707,Concei__o do Araguaia,49.17,80.07,76.28,67.1,47.6,42.15,49.29,65.08,0.34,14671.00,112.36,152.98,0.63,0.72,43386.00,14016.00,29370.00,3.25,1247.00,1195.00,4170.00,1656.00,1722216.00,445603.00
PA,1502756,Conc_rdia do Par_,13.17,27.53,60.87,77.6,0.1,3.27,2.41,46.68,0.32,6695.00,111.95,79.18,0.58,0.66,20956.00,10108.00,10848.00,4.35,2053.00,645.00,766.00,235.00,392110.00,167996.00
PA,1502764,Cumaru do Norte,30.1,26.52,52.23,NA,NA,10.96,NA,33.99,0.27,1920.00,152.47,116.61,0.59,0.67,5978.00,4604.00,1374.00,3.49,19.00,18.00,471.00,218.00,222710.00,54029.00
PA,1502772,Curion_polis,20.6,21.75,91.21,68.8,11.4,9.47,15.24,72.3,0.3,5888.00,145.17,108.15,0.59,0.68,19486.00,6236.00,13250.00,3.28,2719.00,2558.00,1448.00,452.00,279937.00,95579.00
PA,1502806,Curralinho,21.52,58.34,46.85,19.5,17.5,2.51,0.12,16.12,0.21,4608.00,84.44,64.32,0.52,0.60,20016.00,14616.00,5400.00,5.80,70.00,63.00,1385.00,785.00,273493.00,145741.00
PA,1502855,Curu_,3.08,7.77,35.3,NA,NA,6.47,0.36,18.81,0.23,2647.00,60.23,63.81,0.56,0.67,9224.00,6291.00,2933.00,5.35,22.00,30.00,NA,NA,335144.00,75459.00
PA,1502905,Curu__,29.84,44.42,86.47,37.2,12,19.03,0.07,73.85,0.23,6029.00,49.88,112.07,0.62,0.71,26160.00,16217.00,9943.00,3.60,233.00,198.00,867.00,358.00,423944.00,350302.00
PA,1502939,Dom Eliseu,18.75,42.5,86.62,86.9,0.2,10.06,9.84,66.32,0.29,12585.00,124.18,145.70,0.55,0.67,39529.00,15728.00,23801.00,3.52,1342.00,1304.00,3284.00,1170.00,1290336.00,236222.00
PA,1502954,Eldorado dos Caraj_s,10.87,23.43,53.57,NA,NA,6.25,NA,19.32,0.25,9838.00,109.28,106.16,0.54,0.66,29608.00,15496.00,14112.00,4.03,326.00,292.00,2320.00,883.00,491452.00,289649.00
PA,1503002,Faro,15.51,4.11,66.4,51,1.8,2.87,0.65,48.39,0.34,2782.00,55.10,64.62,0.55,0.62,10037.00,5119.00,4918.00,4.42,55.00,60.00,319.00,134.00,84348.00,41177.00
PA,1503044,Floresta do Araguaia,15.81,48.45,46.5,NA,NA,1.54,NA,9.57,0.32,5686.00,67.46,93.49,0.55,0.67,14284.00,9410.00,4874.00,3.70,103.00,75.00,1394.00,109.00,452964.00,93398.00
PA,1503077,Garraf_o do Norte,7.4,40.61,47.46,23.3,5,2.38,0.06,24.59,0.23,7636.00,57.42,71.13,0.46,0.58,24221.00,17203.00,7018.00,5.11,79.00,67.00,NA,NA,246144.00,166739.00
PA,1503093,Goian_sia do Par_,24.29,13.21,75.07,NA,NA,3.76,0.29,41.46,0.26,7957.00,101.06,144.05,0.52,0.67,22685.00,7807.00,14878.00,3.67,175.00,149.00,1116.00,481.00,340793.00,147667.00
PA,1503101,Gurup_,18.23,52.43,43.78,31.4,16.9,17.64,22.58,19.23,0.23,6736.00,60.93,74.98,0.51,0.63,23098.00,16505.00,6593.00,6.31,81.00,71.00,1284.00,654.00,297860.00,112169.00
PA,1503200,Igarap_NAA_u,37.59,23.44,77.96,44.3,34,32.39,6.38,61.73,0.35,10639.00,89.09,90.35,0.58,0.67,32400.00,12911.00,19489.00,3.62,686.00,620.00,484.00,87.00,1070162.00,324330.00
PA,1503309,Igarap_NAMiri,30.9,66.9,57.63,62.7,13.1,23.64,4.04,42.64,0.33,17375.00,74.06,82.95,0.59,0.67,52604.00,27621.00,24983.00,3.60,670.00,587.00,6639.00,2053.00,756652.00,NA
PA,1503408,Inhangapi,26.34,60.18,53.71,56.2,21.3,12.49,7.34,38.23,0.37,2953.00,73.65,102.74,0.61,0.68,7681.00,5645.00,2036.00,3.75,68.00,67.00,382.00,171.00,150850.00,87221.00
PA,1503457,Ipixuna do Par_,14.78,52.07,44.67,NA,NA,7.54,NA,27.42,0.19,6988.00,79.46,73.50,0.54,0.62,25138.00,20147.00,4991.00,4.67,378.00,328.00,2813.00,1362.00,1403018.00,200868.00
PA,1503507,Irituia,33.22,54.13,53.1,71.2,26.4,15.07,20.05,23.61,0.49,14184.00,65.59,114.92,0.58,0.67,30518.00,24692.00,5826.00,3.23,349.00,438.00,1373.00,459.00,261062.00,75255.00
PA,1503606,Itaituba,35.98,68.61,81.53,80.2,19.7,29.17,35.27,74.86,0.34,32796.00,142.68,162.60,0.62,0.70,94750.00,30264.00,64486.00,3.50,2078.00,2186.00,6785.00,2541.00,647464.00,312231.00
PA,1503705,Itupiranga,10.11,72.34,46.78,45.9,12.1,9.85,9.26,34.46,0.26,16569.00,63.92,85.71,0.53,0.62,49655.00,34901.00,14754.00,4.41,311.00,313.00,1292.00,610.00,490668.00,163913.00
PA,1503754,Jacareacanga,14.42,55.29,59.31,NA,NA,16.99,NA,46.08,0.36,8150.00,172.20,140.92,0.53,0.65,24024.00,18354.00,5670.00,3.38,73.00,66.00,1827.00,192.00,118735.00,33354.00
PA,1503804,Jacund_,39.15,63.89,84.64,66.1,2,19.05,7.45,71.53,0.28,13418.00,141.80,175.32,0.63,0.69,40546.00,6028.00,34518.00,2.91,434.00,440.00,3533.00,748.00,457248.00,220188.00
